学生ID,年级,专业,订单ID,订单日期,商品类别,商品名称,商品单价,购买数量,订单金额,支付方式,是否使用优惠券,优惠金额,实付金额,收货地址,订单状态,评分,是否评价,下单时间
STU000815,大三,信息管理,ORD00001851,2025-01-21 19:57:43.076222,运动器材,运动器材14,58.29,2,116.58,校园卡,True,2.32,114.26,校区1学生宿舍,已完成,,False,2025-01-21 13:53:26.076222
STU000815,大三,信息管理,ORD00001852,2024-10-11 19:57:43.076222,生活用品,生活用品38,141.19,4,564.76,校园卡,True,96.25,468.51,校区1学生宿舍,已完成,,False,2024-10-11 12:23:52.076222
STU000815,大三,信息管理,ORD00001853,2024-10-31 19:57:43.076222,学习用品,学习用品76,49.86,1,49.86,微信支付,False,0.0,49.86,校区1学生宿舍,已取消,,False,2024-10-31 09:42:36.076222
STU000867,大四,工商管理,ORD00001854,2025-04-08 19:57:43.076222,食品,食品2,56.84,2,113.68,微信支付,False,0.0,113.68,校外住址,已完成,,False,2025-04-08 11:25:13.076222
STU000867,大四,工商管理,ORD00001855,2024-10-11 19:57:43.076222,电子产品,电子产品21,1176.82,5,5884.1,校园卡,True,32.36,5851.740000000001,校区1学生宿舍,已取消,,False,2024-10-11 17:14:20.076222
STU000867,大四,工商管理,ORD00001856,2025-04-01 19:57:43.076222,电子产品,电子产品97,2509.42,1,2509.42,银行卡,False,0.0,2509.42,校外住址,已完成,,False,2025-04-01 18:17:26.076222
STU000867,大四,工商管理,ORD00001857,2024-08-06 19:57:43.076222,生活用品,生活用品20,109.38,5,546.9,银行卡,True,39.29,507.60999999999996,校外住址,已取消,,False,2024-08-06 13:09:21.076222
STU000867,大四,工商管理,ORD00001858,2024-11-03 19:57:43.076222,图书,图书96,27.24,4,108.96,银行卡,True,2.78,106.17999999999999,校区3学生宿舍,已完成,2.0,True,2024-11-03 09:23:24.076222
STU000874,大一,电子商务,ORD00001859,2024-11-20 19:57:43.076222,学习用品,学习用品52,28.34,3,85.02,银行卡,True,14.05,70.97,校区1学生宿舍,已完成,5.0,True,2024-11-20 18:04:26.076222
STU000874,大一,电子商务,ORD00001860,2024-06-11 19:57:43.076222,图书,图书79,124.13,5,620.65,支付宝,True,27.0,593.65,校区3学生宿舍,已完成,,False,2024-06-11 16:31:40.076222
STU000874,大一,电子商务,ORD00001861,2025-03-14 19:57:43.076222,生活用品,生活用品42,163.94,4,655.76,校园卡,False,0.0,655.76,校区2学生宿舍,已完成,,False,2025-03-14 23:25:39.076222
STU000874,大一,电子商务,ORD00001862,2024-10-22 19:57:43.076222,服装,服装32,34.0,2,68.0,银行卡,True,10.87,57.13,校外住址,已完成,3.0,True,2024-10-22 14:46:04.076222
STU000474,大一,市场营销,ORD00001863,2024-11-23 19:57:43.076222,学习用品,学习用品16,47.44,2,94.88,微信支付,True,17.33,77.55,校外住址,已完成,4.0,True,2024-11-23 11:58:16.076222
STU000474,大一,市场营销,ORD00001864,2025-04-27 19:57:43.076222,生活用品,生活用品79,21.15,4,84.6,微信支付,True,0.41,84.19,校区1学生宿舍,已完成,5.0,True,2025-04-27 11:52:37.076222
STU000868,大四,物流管理,ORD00001865,2025-05-01 19:57:43.076222,生活用品,生活用品11,179.91,2,359.82,校园卡,False,0.0,359.82,校区1学生宿舍,已完成,3.0,True,2025-05-01 09:14:16.076222
STU000868,大四,物流管理,ORD00001866,2024-07-06 19:57:43.076222,电子产品,电子产品11,2626.78,1,2626.78,微信支付,True,495.87,2130.9100000000003,校区1学生宿舍,已取消,,False,2024-07-06 17:00:21.076222
STU000868,大四,物流管理,ORD00001867,2024-08-08 19:57:43.076222,服装,服装96,150.13,1,150.13,校园卡,True,9.3,140.82999999999998,校区3学生宿舍,已完成,5.0,True,2024-08-08 21:00:36.076222
STU000827,大四,工商管理,ORD00001868,2024-07-10 19:57:43.076222,服装,服装61,153.87,5,769.35,微信支付,True,10.65,758.7,校区3学生宿舍,已完成,3.0,True,2024-07-10 20:17:20.076222
STU000469,大三,物流管理,ORD00001869,2025-01-16 19:57:43.076222,生活用品,生活用品58,162.3,3,486.9,校园卡,False,0.0,486.9,校区3学生宿舍,处理中,,False,2025-01-16 08:14:13.076222
STU000469,大三,物流管理,ORD00001870,2024-09-29 19:57:43.076222,生活用品,生活用品79,130.42,5,652.1,校园卡,False,0.0,652.1,校区1学生宿舍,已完成,2.0,True,2024-09-29 15:25:47.076222
STU000191,大四,市场营销,ORD00001871,2024-06-25 19:57:43.076222,学习用品,学习用品72,5.76,4,23.04,支付宝,True,1.97,21.07,校区2学生宿舍,已完成,,False,2024-06-25 10:44:41.076222
STU000501,大四,电子商务,ORD00001872,2024-07-03 19:57:43.076222,图书,图书13,30.56,1,30.56,微信支付,False,0.0,30.56,校区3学生宿舍,处理中,,False,2024-07-03 17:26:50.076222
STU000501,大四,电子商务,ORD00001873,2024-10-31 19:57:43.076222,电子产品,电子产品60,283.51,4,1134.04,校园卡,False,0.0,1134.04,校外住址,已完成,3.0,True,2024-10-31 17:33:25.076222
STU000501,大四,电子商务,ORD00001874,2025-03-03 19:57:43.076222,食品,食品84,83.47,5,417.35,微信支付,False,0.0,417.35,校区3学生宿舍,已取消,,False,2025-03-03 10:29:00.076222
STU000828,大一,计算机科学,ORD00001875,2024-06-16 19:57:43.076222,食品,食品26,10.35,4,41.4,支付宝,True,3.68,37.72,校区3学生宿舍,已完成,,False,2024-06-16 17:38:12.076222
STU000828,大一,计算机科学,ORD00001876,2025-01-02 19:57:43.076222,生活用品,生活用品79,39.92,1,39.92,支付宝,True,3.53,36.39,校外住址,已取消,,False,2025-01-02 09:02:17.076222
STU000828,大一,计算机科学,ORD00001877,2024-08-15 19:57:43.076222,学习用品,学习用品30,17.9,3,53.7,微信支付,True,10.15,43.550000000000004,校外住址,已完成,,False,2024-08-15 22:17:14.076222
STU000828,大一,计算机科学,ORD00001878,2025-04-25 19:57:43.076222,图书,图书73,59.39,5,296.95,支付宝,False,0.0,296.95,校区3学生宿舍,处理中,,False,2025-04-25 19:10:14.076222
STU000795,大一,信息管理,ORD00001879,2024-09-05 19:57:43.076222,图书,图书45,66.83,2,133.66,微信支付,True,23.43,110.22999999999999,校区2学生宿舍,已完成,,False,2024-09-05 20:40:25.076222
STU000795,大一,信息管理,ORD00001880,2024-12-03 19:57:43.076222,图书,图书28,144.44,1,144.44,校园卡,False,0.0,144.44,校外住址,处理中,,False,2024-12-03 15:06:29.076222
STU000795,大一,信息管理,ORD00001881,2024-12-24 19:57:43.076222,图书,图书72,55.5,2,111.0,校园卡,False,0.0,111.0,校区2学生宿舍,处理中,,False,2024-12-24 14:50:47.076222
STU000795,大一,信息管理,ORD00001882,2025-02-13 19:57:43.076222,食品,食品34,97.28,3,291.84,支付宝,True,48.77,243.06999999999996,校外住址,已完成,,False,2025-02-13 22:42:05.076222
STU000281,大二,信息管理,ORD00001883,2024-07-22 19:57:43.076222,运动器材,运动器材83,462.83,4,1851.32,支付宝,False,0.0,1851.32,校区1学生宿舍,已完成,4.0,True,2024-07-22 19:23:35.076222
STU000281,大二,信息管理,ORD00001884,2025-01-19 19:57:43.076222,运动器材,运动器材16,421.14,2,842.28,银行卡,False,0.0,842.28,校区2学生宿舍,已取消,,False,2025-01-19 11:56:45.076222
STU000348,大一,工商管理,ORD00001885,2025-05-12 19:57:43.076222,运动器材,运动器材76,300.78,5,1503.9,银行卡,True,281.07,1222.8300000000002,校外住址,已完成,,False,2025-05-12 17:25:13.076222
STU000348,大一,工商管理,ORD00001886,2024-05-27 19:57:43.076222,学习用品,学习用品31,34.82,3,104.46,校园卡,False,0.0,104.46,校区1学生宿舍,已完成,,False,2024-05-27 15:38:45.076222
STU000487,大一,物流管理,ORD00001887,2025-02-20 19:57:43.076222,食品,食品1,95.84,4,383.36,支付宝,True,27.76,355.6,校区1学生宿舍,已完成,3.0,True,2025-02-20 13:24:03.076222
STU000487,大一,物流管理,ORD00001888,2025-04-26 19:57:43.076222,学习用品,学习用品75,35.03,1,35.03,银行卡,True,0.58,34.45,校区1学生宿舍,已完成,,False,2025-04-26 21:04:54.076222
STU000576,大三,信息管理,ORD00001889,2024-09-26 19:57:43.076222,运动器材,运动器材25,332.06,5,1660.3,校园卡,True,46.26,1614.04,校区1学生宿舍,已完成,1.0,True,2024-09-26 12:41:48.076222
STU000576,大三,信息管理,ORD00001890,2025-04-25 19:57:43.076222,食品,食品86,66.2,5,331.0,校园卡,False,0.0,331.0,校区2学生宿舍,已完成,2.0,True,2025-04-25 10:03:16.076222
STU000128,大四,物流管理,ORD00001891,2025-01-13 19:57:43.076222,图书,图书17,101.66,2,203.32,支付宝,False,0.0,203.32,校外住址,已完成,,False,2025-01-13 10:38:08.076222
STU000128,大四,物流管理,ORD00001892,2025-02-15 19:57:43.076222,生活用品,生活用品9,178.18,2,356.36,微信支付,True,29.27,327.09000000000003,校区3学生宿舍,已完成,,False,2025-02-15 11:30:24.076222
STU000128,大四,物流管理,ORD00001893,2024-06-03 19:57:43.076222,电子产品,电子产品79,2125.95,2,4251.9,支付宝,True,587.0,3664.8999999999996,校区2学生宿舍,已完成,4.0,True,2024-06-03 18:58:40.076222
STU000128,大四,物流管理,ORD00001894,2024-12-17 19:57:43.076222,运动器材,运动器材44,245.55,4,982.2,微信支付,True,164.34,817.86,校区1学生宿舍,已完成,5.0,True,2024-12-17 15:42:11.076222
STU000128,大四,物流管理,ORD00001895,2025-02-17 19:57:43.076222,电子产品,电子产品78,4044.71,4,16178.84,校园卡,True,565.63,15613.210000000001,校区2学生宿舍,已取消,,False,2025-02-17 22:37:16.076222
STU000959,大二,市场营销,ORD00001896,2024-08-22 19:57:43.076222,生活用品,生活用品94,157.09,4,628.36,银行卡,False,0.0,628.36,校区2学生宿舍,已完成,,False,2024-08-22 21:49:45.076222
STU000959,大二,市场营销,ORD00001897,2025-02-03 19:57:43.076222,学习用品,学习用品64,8.35,1,8.35,银行卡,True,0.37,7.9799999999999995,校区1学生宿舍,已完成,,False,2025-02-03 08:20:35.076222
STU000862,大三,市场营销,ORD00001898,2025-05-14 19:57:43.076222,服装,服装46,212.2,5,1061.0,支付宝,True,163.59,897.41,校外住址,已完成,4.0,True,2025-05-14 09:10:59.076222
STU000017,大三,工商管理,ORD00001899,2024-09-17 19:57:43.076222,食品,食品42,20.46,2,40.92,校园卡,True,7.25,33.67,校区1学生宿舍,已完成,,False,2024-09-17 14:09:12.076222
STU000017,大三,工商管理,ORD00001900,2024-06-26 19:57:43.076222,生活用品,生活用品74,51.54,1,51.54,微信支付,False,0.0,51.54,校外住址,已完成,,False,2024-06-26 15:46:29.076222
STU000851,大三,工商管理,ORD00001901,2025-03-12 19:57:43.076222,服装,服装87,48.21,3,144.63,微信支付,True,7.37,137.26,校区1学生宿舍,已完成,,False,2025-03-12 10:04:30.076222
STU000851,大三,工商管理,ORD00001902,2024-12-06 19:57:43.076222,食品,食品14,29.66,1,29.66,支付宝,False,0.0,29.66,校外住址,已完成,,False,2024-12-06 22:55:27.076222
STU000851,大三,工商管理,ORD00001903,2024-08-10 19:57:43.076222,服装,服装5,108.75,5,543.75,微信支付,True,22.32,521.43,校区1学生宿舍,已完成,5.0,True,2024-08-10 19:25:15.076222
STU000851,大三,工商管理,ORD00001904,2025-03-11 19:57:43.076222,电子产品,电子产品67,4971.71,3,14915.13,微信支付,True,1525.15,13389.98,校区1学生宿舍,已完成,1.0,True,2025-03-11 23:43:45.076222
STU000851,大三,工商管理,ORD00001905,2024-07-01 19:57:43.076222,电子产品,电子产品61,1224.69,4,4898.76,微信支付,False,0.0,4898.76,校区3学生宿舍,已完成,,False,2024-07-01 12:11:00.076222
STU000066,大四,信息管理,ORD00001906,2024-05-31 19:57:43.076222,生活用品,生活用品56,44.79,3,134.37,微信支付,False,0.0,134.37,校区2学生宿舍,已完成,4.0,True,2024-05-31 23:39:44.076222
STU000335,大一,电子商务,ORD00001907,2025-04-04 19:57:43.076222,图书,图书80,65.95,3,197.85,校园卡,True,27.08,170.76999999999998,校区1学生宿舍,已完成,3.0,True,2025-04-04 09:32:07.076222
STU000335,大一,电子商务,ORD00001908,2025-05-07 19:57:43.076222,生活用品,生活用品58,147.8,3,443.4,微信支付,True,38.07,405.33,校区1学生宿舍,已完成,1.0,True,2025-05-07 14:26:00.076222
STU000335,大一,电子商务,ORD00001909,2024-07-25 19:57:43.076222,电子产品,电子产品43,287.6,3,862.8,微信支付,True,0.49,862.31,校区2学生宿舍,已完成,,False,2024-07-25 16:12:29.076222
STU000335,大一,电子商务,ORD00001910,2025-03-10 19:57:43.076222,学习用品,学习用品91,39.54,4,158.16,银行卡,True,26.87,131.29,校区1学生宿舍,已取消,,False,2025-03-10 11:55:26.076222
STU000127,大四,信息管理,ORD00001911,2024-12-24 19:57:43.076222,生活用品,生活用品1,170.51,4,682.04,校园卡,False,0.0,682.04,校区3学生宿舍,处理中,,False,2024-12-24 08:15:13.076222
STU000127,大四,信息管理,ORD00001912,2024-11-27 19:57:43.076222,服装,服装88,47.35,3,142.05,校园卡,True,11.07,130.98000000000002,校区3学生宿舍,已完成,,False,2024-11-27 22:00:01.076222
STU000808,大三,数据科学,ORD00001913,2024-06-03 19:57:43.076222,学习用品,学习用品76,37.8,3,113.4,微信支付,True,11.11,102.29,校外住址,已完成,5.0,True,2024-06-03 13:33:00.076222
STU000808,大三,数据科学,ORD00001914,2024-10-18 19:57:43.076222,学习用品,学习用品99,21.14,1,21.14,微信支付,False,0.0,21.14,校外住址,已完成,,False,2024-10-18 11:46:46.076222
STU000808,大三,数据科学,ORD00001915,2024-07-21 19:57:43.076222,服装,服装71,221.25,2,442.5,微信支付,False,0.0,442.5,校区2学生宿舍,已完成,2.0,True,2024-07-21 09:20:32.076222
STU000664,大四,物流管理,ORD00001916,2024-10-22 19:57:43.076222,电子产品,电子产品44,4614.05,3,13842.15,微信支付,True,2642.87,11199.279999999999,校区3学生宿舍,处理中,,False,2024-10-22 23:25:11.076222
STU000664,大四,物流管理,ORD00001917,2025-03-21 19:57:43.076222,服装,服装60,238.33,1,238.33,银行卡,True,5.52,232.81,校区3学生宿舍,已完成,3.0,True,2025-03-21 21:53:11.076222
STU000664,大四,物流管理,ORD00001918,2025-05-15 19:57:43.076222,生活用品,生活用品3,116.89,5,584.45,微信支付,False,0.0,584.45,校外住址,已完成,1.0,True,2025-05-15 16:34:37.076222
STU000664,大四,物流管理,ORD00001919,2024-05-30 19:57:43.076222,服装,服装56,246.63,3,739.89,支付宝,True,104.58,635.31,校外住址,已取消,,False,2024-05-30 11:53:34.076222
STU000847,大二,电子商务,ORD00001920,2025-03-27 19:57:43.076222,电子产品,电子产品24,4790.66,3,14371.98,支付宝,False,0.0,14371.98,校区3学生宿舍,处理中,,False,2025-03-27 19:38:56.076222
STU000847,大二,电子商务,ORD00001921,2024-11-02 19:57:43.076222,图书,图书25,93.26,3,279.78,银行卡,False,0.0,279.78,校外住址,已完成,,False,2024-11-02 10:06:43.076222
STU000847,大二,电子商务,ORD00001922,2025-03-19 19:57:43.076222,运动器材,运动器材33,150.57,5,752.85,校园卡,False,0.0,752.85,校外住址,已完成,,False,2025-03-19 12:28:55.076222
STU000090,大四,计算机科学,ORD00001923,2025-02-25 19:57:43.076222,生活用品,生活用品27,194.24,3,582.72,微信支付,False,0.0,582.72,校区2学生宿舍,已完成,3.0,True,2025-02-25 13:07:49.076222
STU000727,大四,计算机科学,ORD00001924,2024-05-23 19:57:43.076222,生活用品,生活用品82,69.01,2,138.02,微信支付,False,0.0,138.02,校区1学生宿舍,处理中,,False,2024-05-23 12:42:32.076222
STU000727,大四,计算机科学,ORD00001925,2024-05-23 19:57:43.076222,图书,图书77,56.5,4,226.0,微信支付,True,33.47,192.53,校区2学生宿舍,处理中,,False,2024-05-23 23:36:56.076222
STU000727,大四,计算机科学,ORD00001926,2025-01-13 19:57:43.076222,学习用品,学习用品19,36.32,3,108.96,校园卡,True,19.88,89.08,校外住址,已完成,5.0,True,2025-01-13 19:56:53.076222
STU000727,大四,计算机科学,ORD00001927,2025-04-14 19:57:43.076222,生活用品,生活用品7,112.18,5,560.9,支付宝,True,61.26,499.64,校外住址,已完成,5.0,True,2025-04-14 20:44:15.076222
STU000482,大二,工商管理,ORD00001928,2025-03-16 19:57:43.076222,服装,服装40,187.25,5,936.25,校园卡,False,0.0,936.25,校外住址,已完成,,False,2025-03-16 16:55:51.076222
STU000871,大一,工商管理,ORD00001929,2024-12-12 19:57:43.076222,生活用品,生活用品46,153.89,2,307.78,支付宝,True,23.74,284.03999999999996,校区2学生宿舍,已完成,,False,2024-12-12 17:49:28.076222
STU000032,大三,电子商务,ORD00001930,2024-11-10 19:57:43.076222,生活用品,生活用品91,57.67,5,288.35,银行卡,False,0.0,288.35,校区1学生宿舍,处理中,,False,2024-11-10 22:51:38.076222
STU000032,大三,电子商务,ORD00001931,2024-11-22 19:57:43.076222,生活用品,生活用品68,101.08,3,303.24,校园卡,True,55.91,247.33,校外住址,已完成,,False,2024-11-22 10:24:30.076222
STU000032,大三,电子商务,ORD00001932,2024-09-08 19:57:43.076222,服装,服装88,161.98,1,161.98,微信支付,True,1.84,160.14,校外住址,已完成,4.0,True,2024-09-08 20:06:56.076222
STU000032,大三,电子商务,ORD00001933,2024-10-28 19:57:43.076222,图书,图书20,103.45,1,103.45,微信支付,True,10.18,93.27000000000001,校区2学生宿舍,已取消,,False,2024-10-28 20:37:10.076222
STU000733,大三,市场营销,ORD00001934,2024-05-26 19:57:43.076222,电子产品,电子产品98,2103.12,2,4206.24,微信支付,False,0.0,4206.24,校区1学生宿舍,已完成,,False,2024-05-26 13:14:05.076222
STU000733,大三,市场营销,ORD00001935,2025-05-04 19:57:43.076222,运动器材,运动器材20,191.78,4,767.12,校园卡,True,70.36,696.76,校区1学生宿舍,已完成,,False,2025-05-04 17:39:28.076222
STU000707,大一,电子商务,ORD00001936,2024-07-30 19:57:43.076222,电子产品,电子产品75,1412.41,2,2824.82,微信支付,False,0.0,2824.82,校外住址,已完成,,False,2024-07-30 18:56:02.076222
STU000707,大一,电子商务,ORD00001937,2025-05-18 19:57:43.076222,服装,服装33,129.4,3,388.2,支付宝,False,0.0,388.2,校区1学生宿舍,已完成,1.0,True,2025-05-18 21:07:30.076222
STU000707,大一,电子商务,ORD00001938,2024-08-27 19:57:43.076222,食品,食品15,33.89,3,101.67,微信支付,False,0.0,101.67,校区3学生宿舍,已取消,,False,2024-08-27 23:51:25.076222
STU000707,大一,电子商务,ORD00001939,2024-07-14 19:57:43.076222,生活用品,生活用品57,64.87,5,324.35,银行卡,True,62.05,262.3,校区1学生宿舍,已完成,,False,2024-07-14 21:20:01.076222
STU000707,大一,电子商务,ORD00001940,2024-07-11 19:57:43.076222,电子产品,电子产品37,4359.59,2,8719.18,银行卡,True,1144.33,7574.85,校区1学生宿舍,处理中,,False,2024-07-11 19:24:18.076222
STU000712,大三,电子商务,ORD00001941,2025-04-28 19:57:43.076222,学习用品,学习用品91,21.69,3,65.07,校园卡,False,0.0,65.07,校区1学生宿舍,已完成,,False,2025-04-28 12:26:13.076222
STU000712,大三,电子商务,ORD00001942,2024-12-25 19:57:43.076222,学习用品,学习用品74,27.43,4,109.72,支付宝,False,0.0,109.72,校外住址,已完成,2.0,True,2024-12-25 21:54:12.076222
STU000712,大三,电子商务,ORD00001943,2024-10-01 19:57:43.076222,图书,图书73,24.6,4,98.4,支付宝,True,13.66,84.74000000000001,校外住址,已完成,,False,2024-10-01 12:27:56.076222
STU000712,大三,电子商务,ORD00001944,2024-08-22 19:57:43.076222,图书,图书99,39.46,2,78.92,支付宝,False,0.0,78.92,校区1学生宿舍,已完成,,False,2024-08-22 20:06:29.076222
STU000712,大三,电子商务,ORD00001945,2024-12-27 19:57:43.076222,图书,图书27,23.09,4,92.36,微信支付,True,17.66,74.7,校区1学生宿舍,处理中,,False,2024-12-27 13:02:03.076222
STU000317,大一,工商管理,ORD00001946,2024-12-29 19:57:43.076222,生活用品,生活用品97,180.93,4,723.72,微信支付,True,55.35,668.37,校区1学生宿舍,处理中,,False,2024-12-29 14:43:15.076222
STU000317,大一,工商管理,ORD00001947,2025-03-17 19:57:43.076222,图书,图书62,116.28,1,116.28,支付宝,True,13.44,102.84,校区1学生宿舍,已完成,1.0,True,2025-03-17 18:14:01.076222
STU000317,大一,工商管理,ORD00001948,2024-08-09 19:57:43.076222,电子产品,电子产品36,306.41,4,1225.64,微信支付,True,220.06,1005.5800000000002,校区2学生宿舍,已完成,5.0,True,2024-08-09 22:28:47.076222
STU000799,大一,市场营销,ORD00001949,2024-10-13 19:57:43.076222,生活用品,生活用品89,78.35,5,391.75,支付宝,False,0.0,391.75,校外住址,已完成,1.0,True,2024-10-13 14:09:10.076222
STU000799,大一,市场营销,ORD00001950,2024-06-29 19:57:43.076222,电子产品,电子产品42,4882.6,4,19530.4,微信支付,True,3521.47,16008.930000000002,校外住址,已完成,,False,2024-06-29 19:32:37.076222
STU000799,大一,市场营销,ORD00001951,2024-10-05 19:57:43.076222,食品,食品34,11.18,4,44.72,银行卡,False,0.0,44.72,校区1学生宿舍,处理中,,False,2024-10-05 21:56:53.076222
STU000799,大一,市场营销,ORD00001952,2024-08-07 19:57:43.076222,图书,图书60,139.19,3,417.57,校园卡,False,0.0,417.57,校外住址,已完成,,False,2024-08-07 14:28:35.076222
STU000507,大三,计算机科学,ORD00001953,2025-01-01 19:57:43.076222,学习用品,学习用品19,17.27,5,86.35,银行卡,False,0.0,86.35,校外住址,已完成,,False,2025-01-01 09:27:05.076222
STU000507,大三,计算机科学,ORD00001954,2024-08-06 19:57:43.076222,生活用品,生活用品57,47.91,3,143.73,支付宝,True,22.87,120.85999999999999,校区1学生宿舍,已完成,4.0,True,2024-08-06 20:16:07.076222
STU000507,大三,计算机科学,ORD00001955,2024-05-20 19:57:43.076222,服装,服装2,263.74,2,527.48,微信支付,True,68.09,459.39,校外住址,已完成,3.0,True,2024-05-20 20:34:32.076222
STU000507,大三,计算机科学,ORD00001956,2024-06-27 19:57:43.076222,图书,图书75,69.14,4,276.56,微信支付,False,0.0,276.56,校区3学生宿舍,已取消,,False,2024-06-27 10:09:29.076222
STU000902,大二,信息管理,ORD00001957,2024-10-01 19:57:43.076222,电子产品,电子产品3,3455.09,5,17275.45,支付宝,True,3396.29,13879.16,校区3学生宿舍,处理中,,False,2024-10-01 10:53:25.076222
STU000619,大一,数据科学,ORD00001958,2025-02-28 19:57:43.076222,图书,图书14,92.3,3,276.9,校园卡,False,0.0,276.9,校区1学生宿舍,已完成,4.0,True,2025-02-28 20:31:55.076222
STU000619,大一,数据科学,ORD00001959,2024-08-15 19:57:43.076222,学习用品,学习用品29,26.03,4,104.12,银行卡,True,15.09,89.03,校区3学生宿舍,已完成,,False,2024-08-15 09:18:14.076222
STU000619,大一,数据科学,ORD00001960,2025-02-24 19:57:43.076222,生活用品,生活用品42,151.76,3,455.28,支付宝,False,0.0,455.28,校外住址,已完成,3.0,True,2025-02-24 10:42:03.076222
STU000619,大一,数据科学,ORD00001961,2024-07-05 19:57:43.076222,学习用品,学习用品2,46.63,5,233.15,校园卡,True,31.54,201.61,校区3学生宿舍,已完成,4.0,True,2024-07-05 08:46:11.076222
STU000619,大一,数据科学,ORD00001962,2024-06-13 19:57:43.076222,电子产品,电子产品87,3359.11,3,10077.33,微信支付,False,0.0,10077.33,校区2学生宿舍,已完成,5.0,True,2024-06-13 09:05:00.076222
STU000923,大四,市场营销,ORD00001963,2025-04-04 19:57:43.076222,运动器材,运动器材55,263.02,5,1315.1,校园卡,False,0.0,1315.1,校区3学生宿舍,处理中,,False,2025-04-04 15:55:38.076222
STU000923,大四,市场营销,ORD00001964,2025-03-20 19:57:43.076222,运动器材,运动器材88,386.67,4,1546.68,校园卡,False,0.0,1546.68,校区2学生宿舍,已完成,,False,2025-03-20 20:42:43.076222
STU000923,大四,市场营销,ORD00001965,2025-04-27 19:57:43.076222,图书,图书88,27.3,2,54.6,校园卡,True,4.42,50.18,校区2学生宿舍,已完成,,False,2025-04-27 22:18:02.076222
STU000923,大四,市场营销,ORD00001966,2024-07-06 19:57:43.076222,电子产品,电子产品96,2347.07,2,4694.14,银行卡,True,815.28,3878.8600000000006,校外住址,已完成,,False,2024-07-06 20:34:07.076222
STU000923,大四,市场营销,ORD00001967,2024-05-22 19:57:43.076222,运动器材,运动器材67,194.1,5,970.5,校园卡,False,0.0,970.5,校区3学生宿舍,已完成,,False,2024-05-22 09:51:23.076222
STU000741,大四,数据科学,ORD00001968,2025-02-04 19:57:43.076222,学习用品,学习用品6,17.28,3,51.84,校园卡,True,5.34,46.5,校外住址,已完成,,False,2025-02-04 13:18:47.076222
STU000741,大四,数据科学,ORD00001969,2025-01-02 19:57:43.076222,服装,服装57,119.29,3,357.87,支付宝,False,0.0,357.87,校区3学生宿舍,已完成,3.0,True,2025-01-02 15:20:09.076222
STU000741,大四,数据科学,ORD00001970,2024-07-08 19:57:43.076222,学习用品,学习用品53,36.12,1,36.12,银行卡,True,6.58,29.54,校区3学生宿舍,已取消,,False,2024-07-08 10:34:16.076222
STU000741,大四,数据科学,ORD00001971,2025-02-05 19:57:43.076222,生活用品,生活用品46,140.3,5,701.5,银行卡,False,0.0,701.5,校区2学生宿舍,已取消,,False,2025-02-05 13:04:15.076222
STU000741,大四,数据科学,ORD00001972,2024-07-19 19:57:43.076222,生活用品,生活用品69,29.42,2,58.84,支付宝,False,0.0,58.84,校区2学生宿舍,处理中,,False,2024-07-19 16:44:59.076222
STU000906,大二,电子商务,ORD00001973,2025-04-21 19:57:43.076222,运动器材,运动器材43,169.11,4,676.44,校园卡,False,0.0,676.44,校外住址,已取消,,False,2025-04-21 12:00:21.076222
STU000847,大二,信息管理,ORD00001974,2025-03-10 19:57:43.076222,生活用品,生活用品70,185.85,4,743.4,校园卡,True,106.79,636.61,校外住址,已完成,3.0,True,2025-03-10 16:38:46.076222
STU000847,大二,信息管理,ORD00001975,2025-01-03 19:57:43.076222,服装,服装24,31.33,4,125.32,支付宝,True,14.63,110.69,校区3学生宿舍,已完成,4.0,True,2025-01-03 23:50:56.076222
STU000847,大二,信息管理,ORD00001976,2024-10-01 19:57:43.076222,食品,食品24,51.22,1,51.22,银行卡,False,0.0,51.22,校区3学生宿舍,已完成,3.0,True,2024-10-01 12:39:53.076222
STU000847,大二,信息管理,ORD00001977,2025-01-03 19:57:43.076222,运动器材,运动器材36,328.85,4,1315.4,校园卡,False,0.0,1315.4,校外住址,已取消,,False,2025-01-03 23:21:18.076222
STU000847,大二,信息管理,ORD00001978,2025-02-06 19:57:43.076222,服装,服装1,234.79,4,939.16,校园卡,True,44.25,894.91,校区2学生宿舍,已完成,5.0,True,2025-02-06 14:26:56.076222
STU000446,大二,物流管理,ORD00001979,2025-01-07 19:57:43.076222,服装,服装37,296.73,1,296.73,校园卡,True,14.91,281.82,校区2学生宿舍,已完成,1.0,True,2025-01-07 16:53:33.076222
STU000446,大二,物流管理,ORD00001980,2025-01-20 19:57:43.076222,生活用品,生活用品52,95.95,2,191.9,微信支付,False,0.0,191.9,校区3学生宿舍,已完成,1.0,True,2025-01-20 21:35:51.076222
STU000446,大二,物流管理,ORD00001981,2025-05-16 19:57:43.076222,电子产品,电子产品41,4352.28,2,8704.56,微信支付,True,1681.87,7022.69,校区3学生宿舍,已完成,4.0,True,2025-05-16 16:33:01.076222
STU000446,大二,物流管理,ORD00001982,2024-07-11 19:57:43.076222,食品,食品87,21.82,1,21.82,微信支付,True,1.96,19.86,校区1学生宿舍,已完成,2.0,True,2024-07-11 14:53:28.076222
STU000446,大二,物流管理,ORD00001983,2025-04-18 19:57:43.076222,图书,图书46,28.76,4,115.04,银行卡,False,0.0,115.04,校区2学生宿舍,处理中,,False,2025-04-18 17:19:29.076222
