订单ID,商品ID,购买数量,单价,小计金额,是否退换货,退换货原因
ORD00001790,PRD000093,3,91.32,273.96,True,不喜欢
ORD00001790,PRD000096,1,81.71,81.71,False,质量问题
ORD00001790,PRD000101,2,6.0,12.0,True,尺寸不合适
ORD00001791,PRD000163,1,13.29,13.29,False,尺寸不合适
ORD00001791,PRD000016,2,33.17,66.34,False,不喜欢
ORD00001791,PRD000037,4,89.07,356.28,False,尺寸不合适
ORD00001791,PRD000025,4,45.71,182.84,False,尺寸不合适
ORD00001791,PRD000081,1,23.57,23.57,False,尺寸不合适
ORD00001792,PRD000076,2,65.41,130.82,False,尺寸不合适
ORD00001792,PRD000180,1,1616.64,1616.64,False,尺寸不合适
ORD00001792,PRD000083,2,99.78,199.56,False,尺寸不合适
ORD00001793,PRD000108,4,135.38,541.52,True,其他
ORD00001794,PRD000005,1,386.1,386.1,True,质量问题
ORD00001795,PRD000149,3,18.73,56.19,True,不喜欢
ORD00001795,PRD000117,4,2753.87,11015.48,False,不喜欢
ORD00001796,PRD000172,1,56.68,56.68,False,不喜欢
ORD00001797,PRD000089,3,131.26,393.78,False,尺寸不合适
ORD00001798,PRD000079,1,42.88,42.88,True,不喜欢
ORD00001798,PRD000134,5,47.85,239.25,True,尺寸不合适
ORD00001798,PRD000016,1,33.17,33.17,True,尺寸不合适
ORD00001798,PRD000007,3,224.61,673.83,True,尺寸不合适
ORD00001798,PRD000041,2,31.99,63.98,True,尺寸不合适
ORD00001799,PRD000162,1,149.44,149.44,True,尺寸不合适
ORD00001800,PRD000183,1,64.11,64.11,True,不喜欢
ORD00001800,PRD000143,1,55.16,55.16,False,质量问题
ORD00001800,PRD000166,1,61.79,61.79,False,尺寸不合适
ORD00001801,PRD000122,2,114.65,229.3,False,不喜欢
ORD00001801,PRD000063,1,166.02,166.02,False,质量问题
ORD00001801,PRD000098,3,28.25,84.75,False,质量问题
ORD00001801,PRD000010,1,236.62,236.62,False,质量问题
ORD00001801,PRD000178,5,73.66,368.29999999999995,False,不喜欢
ORD00001802,PRD000017,4,1849.98,7399.92,True,质量问题
ORD00001802,PRD000035,3,311.41,934.23,True,尺寸不合适
ORD00001802,PRD000063,2,166.02,332.04,False,尺寸不合适
ORD00001803,PRD000063,4,166.02,664.08,False,尺寸不合适
ORD00001803,PRD000137,4,66.82,267.28,False,尺寸不合适
ORD00001804,PRD000027,5,48.45,242.25,False,不喜欢
ORD00001804,PRD000015,2,1052.2,2104.4,False,不喜欢
ORD00001804,PRD000027,3,48.45,145.35000000000002,False,尺寸不合适
ORD00001804,PRD000021,5,53.83,269.15,False,不喜欢
ORD00001805,PRD000046,4,35.95,143.8,True,尺寸不合适
ORD00001805,PRD000192,3,108.65,325.95000000000005,True,不喜欢
ORD00001805,PRD000183,5,64.11,320.55,False,尺寸不合适
ORD00001806,PRD000183,3,64.11,192.32999999999998,False,尺寸不合适
ORD00001806,PRD000156,1,90.81,90.81,False,尺寸不合适
ORD00001806,PRD000127,4,73.97,295.88,False,不喜欢
ORD00001806,PRD000053,1,285.0,285.0,False,质量问题
ORD00001806,PRD000148,1,60.34,60.34,False,质量问题
ORD00001807,PRD000106,2,139.63,279.26,False,质量问题
ORD00001808,PRD000007,3,224.61,673.83,True,尺寸不合适
ORD00001808,PRD000033,5,3049.9,15249.5,True,不喜欢
ORD00001809,PRD000187,1,32.11,32.11,False,不喜欢
ORD00001810,PRD000161,4,124.59,498.36,True,尺寸不合适
ORD00001810,PRD000069,1,119.35,119.35,True,尺寸不合适
ORD00001810,PRD000182,3,64.72,194.16,False,尺寸不合适
ORD00001810,PRD000198,4,2366.1,9464.4,False,尺寸不合适
ORD00001810,PRD000138,3,206.57,619.71,False,质量问题
ORD00001811,PRD000176,3,26.1,78.30000000000001,False,不喜欢
ORD00001811,PRD000111,2,274.96,549.92,False,尺寸不合适
ORD00001811,PRD000174,3,72.1,216.29999999999998,True,不喜欢
ORD00001811,PRD000092,2,25.93,51.86,True,质量问题
ORD00001811,PRD000134,5,47.85,239.25,False,尺寸不合适
ORD00001812,PRD000199,2,179.9,359.8,True,尺寸不合适
ORD00001812,PRD000074,4,168.28,673.12,True,质量问题
ORD00001812,PRD000056,5,3309.59,16547.95,False,质量问题
ORD00001813,PRD000161,1,124.59,124.59,True,质量问题
ORD00001813,PRD000130,1,323.79,323.79,True,质量问题
ORD00001813,PRD000150,4,91.04,364.16,False,质量问题
ORD00001813,PRD000001,5,22.36,111.8,False,不喜欢
ORD00001814,PRD000147,5,99.28,496.4,True,尺寸不合适
ORD00001814,PRD000032,5,99.18,495.90000000000003,True,尺寸不合适
ORD00001814,PRD000123,4,33.53,134.12,True,尺寸不合适
ORD00001814,PRD000070,1,176.38,176.38,True,尺寸不合适
ORD00001814,PRD000085,4,206.31,825.24,True,尺寸不合适
ORD00001815,PRD000115,4,81.24,324.96,False,尺寸不合适
ORD00001815,PRD000109,1,920.07,920.07,False,尺寸不合适
ORD00001815,PRD000109,2,920.07,1840.14,False,不喜欢
ORD00001816,PRD000099,5,44.44,222.2,False,质量问题
ORD00001816,PRD000103,5,299.45,1497.25,False,质量问题
ORD00001816,PRD000013,1,22.73,22.73,False,尺寸不合适
ORD00001816,PRD000009,2,66.5,133.0,False,尺寸不合适
ORD00001816,PRD000111,1,274.96,274.96,False,尺寸不合适
ORD00001817,PRD000022,5,150.94,754.7,False,不喜欢
ORD00001817,PRD000175,1,40.04,40.04,False,尺寸不合适
ORD00001817,PRD000065,2,91.85,183.7,False,尺寸不合适
ORD00001817,PRD000155,5,26.78,133.9,False,质量问题
ORD00001818,PRD000065,5,91.85,459.25,False,质量问题
ORD00001819,PRD000005,3,386.1,1158.3000000000002,False,尺寸不合适
ORD00001820,PRD000137,2,66.82,133.64,True,质量问题
ORD00001820,PRD000140,4,175.78,703.12,False,不喜欢
ORD00001821,PRD000097,4,74.34,297.36,False,质量问题
ORD00001821,PRD000083,4,99.78,399.12,True,其他
ORD00001821,PRD000058,1,56.98,56.98,False,质量问题
ORD00001822,PRD000077,2,76.19,152.38,True,尺寸不合适
ORD00001822,PRD000038,1,25.35,25.35,True,质量问题
ORD00001822,PRD000005,2,386.1,772.2,True,不喜欢
ORD00001822,PRD000170,2,3470.53,6941.06,True,不喜欢
ORD00001822,PRD000045,4,54.02,216.08,False,尺寸不合适
ORD00001823,PRD000179,1,92.1,92.1,False,不喜欢
ORD00001823,PRD000036,3,39.09,117.27000000000001,True,尺寸不合适
ORD00001823,PRD000089,5,131.26,656.3,False,质量问题
ORD00001823,PRD000104,3,39.9,119.69999999999999,False,不喜欢
ORD00001824,PRD000122,2,114.65,229.3,True,质量问题
ORD00001824,PRD000099,3,44.44,133.32,True,质量问题
ORD00001824,PRD000108,5,135.38,676.9,True,尺寸不合适
ORD00001824,PRD000124,1,76.91,76.91,True,尺寸不合适
ORD00001824,PRD000021,5,53.83,269.15,True,尺寸不合适
ORD00001825,PRD000135,4,1324.3,5297.2,False,尺寸不合适
ORD00001825,PRD000065,4,91.85,367.4,False,不喜欢
ORD00001825,PRD000169,5,150.15,750.75,False,不喜欢
ORD00001825,PRD000053,4,285.0,1140.0,False,尺寸不合适
ORD00001826,PRD000152,1,3967.02,3967.02,True,尺寸不合适
ORD00001826,PRD000043,1,145.82,145.82,False,尺寸不合适
ORD00001826,PRD000090,2,2271.49,4542.98,True,尺寸不合适
ORD00001826,PRD000151,5,68.96,344.79999999999995,True,不喜欢
ORD00001827,PRD000190,5,49.42,247.10000000000002,True,质量问题
ORD00001828,PRD000175,3,40.04,120.12,True,质量问题
ORD00001828,PRD000070,2,176.38,352.76,False,不喜欢
ORD00001828,PRD000109,1,920.07,920.07,True,尺寸不合适
ORD00001829,PRD000181,3,117.31,351.93,False,不喜欢
ORD00001829,PRD000183,5,64.11,320.55,True,不喜欢
ORD00001829,PRD000103,5,299.45,1497.25,False,尺寸不合适
ORD00001829,PRD000031,1,139.58,139.58,True,不喜欢
ORD00001830,PRD000113,3,80.97,242.91,False,尺寸不合适
ORD00001830,PRD000172,1,56.68,56.68,False,质量问题
ORD00001830,PRD000121,2,140.94,281.88,False,不喜欢
ORD00001830,PRD000089,5,131.26,656.3,False,不喜欢
ORD00001831,PRD000130,4,323.79,1295.16,False,质量问题
ORD00001831,PRD000045,5,54.02,270.1,True,尺寸不合适
ORD00001831,PRD000191,4,123.53,494.12,False,质量问题
ORD00001831,PRD000064,2,144.21,288.42,True,质量问题
ORD00001831,PRD000186,5,35.24,176.20000000000002,False,质量问题
ORD00001832,PRD000106,2,139.63,279.26,True,不喜欢
ORD00001832,PRD000046,1,35.95,35.95,True,尺寸不合适
ORD00001832,PRD000098,2,28.25,56.5,False,质量问题
ORD00001833,PRD000003,4,194.89,779.56,False,不喜欢
ORD00001834,PRD000148,4,60.34,241.36,False,尺寸不合适
ORD00001834,PRD000140,3,175.78,527.34,False,质量问题
ORD00001834,PRD000064,5,144.21,721.0500000000001,False,质量问题
ORD00001835,PRD000096,2,81.71,163.42,False,质量问题
ORD00001836,PRD000060,2,2837.29,5674.58,False,尺寸不合适
ORD00001836,PRD000093,4,91.32,365.28,False,尺寸不合适
ORD00001836,PRD000050,1,131.15,131.15,False,尺寸不合适
ORD00001836,PRD000059,5,483.38,2416.9,False,尺寸不合适
ORD00001837,PRD000137,1,66.82,66.82,False,不喜欢
ORD00001837,PRD000046,2,35.95,71.9,True,其他
ORD00001837,PRD000061,5,415.92,2079.6,True,质量问题
ORD00001838,PRD000006,5,44.65,223.25,True,不喜欢
ORD00001838,PRD000196,2,20.36,40.72,True,尺寸不合适
ORD00001838,PRD000146,2,190.35,380.7,True,尺寸不合适
ORD00001838,PRD000056,1,3309.59,3309.59,True,质量问题
ORD00001839,PRD000070,1,176.38,176.38,True,质量问题
ORD00001839,PRD000053,4,285.0,1140.0,False,尺寸不合适
ORD00001839,PRD000046,2,35.95,71.9,False,尺寸不合适
ORD00001840,PRD000065,3,91.85,275.54999999999995,False,质量问题
ORD00001840,PRD000098,2,28.25,56.5,False,质量问题
ORD00001840,PRD000160,3,4855.63,14566.89,False,尺寸不合适
ORD00001840,PRD000052,5,52.45,262.25,False,不喜欢
ORD00001841,PRD000096,4,81.71,326.84,False,不喜欢
ORD00001841,PRD000083,1,99.78,99.78,False,质量问题
ORD00001841,PRD000158,2,286.26,572.52,True,尺寸不合适
ORD00001841,PRD000045,1,54.02,54.02,False,尺寸不合适
ORD00001841,PRD000094,3,10.95,32.849999999999994,False,不喜欢
ORD00001842,PRD000152,4,3967.02,15868.08,False,质量问题
ORD00001842,PRD000108,2,135.38,270.76,False,质量问题
ORD00001842,PRD000190,1,49.42,49.42,False,尺寸不合适
ORD00001842,PRD000194,5,41.47,207.35,False,其他
ORD00001842,PRD000179,3,92.1,276.29999999999995,False,尺寸不合适
ORD00001843,PRD000067,2,50.53,101.06,False,质量问题
ORD00001844,PRD000123,2,33.53,67.06,True,尺寸不合适
ORD00001844,PRD000132,1,22.12,22.12,False,尺寸不合适
ORD00001844,PRD000090,2,2271.49,4542.98,True,不喜欢
ORD00001844,PRD000118,4,3902.48,15609.92,False,尺寸不合适
ORD00001845,PRD000004,5,43.92,219.60000000000002,True,尺寸不合适
ORD00001845,PRD000028,3,169.83,509.49,True,尺寸不合适
ORD00001845,PRD000024,1,85.85,85.85,False,尺寸不合适
ORD00001845,PRD000090,3,2271.49,6814.469999999999,True,质量问题
ORD00001845,PRD000174,5,72.1,360.5,True,不喜欢
ORD00001846,PRD000142,1,201.28,201.28,False,质量问题
ORD00001847,PRD000061,5,415.92,2079.6,True,尺寸不合适
ORD00001847,PRD000126,2,115.7,231.4,True,质量问题
ORD00001847,PRD000115,4,81.24,324.96,True,尺寸不合适
ORD00001847,PRD000089,4,131.26,525.04,True,质量问题
ORD00001848,PRD000054,1,135.25,135.25,True,质量问题
ORD00001848,PRD000125,1,68.29,68.29,False,质量问题
ORD00001848,PRD000015,1,1052.2,1052.2,False,质量问题
ORD00001849,PRD000162,5,149.44,747.2,False,尺寸不合适
ORD00001849,PRD000002,5,250.5,1252.5,False,质量问题
ORD00001849,PRD000043,1,145.82,145.82,False,不喜欢
ORD00001850,PRD000173,1,4433.55,4433.55,True,尺寸不合适
ORD00001851,PRD000009,5,66.5,332.5,True,尺寸不合适
ORD00001851,PRD000135,3,1324.3,3972.8999999999996,True,质量问题
ORD00001851,PRD000084,4,94.31,377.24,False,质量问题
ORD00001852,PRD000040,2,11.49,22.98,True,尺寸不合适
ORD00001852,PRD000129,5,182.45,912.25,True,尺寸不合适
ORD00001852,PRD000023,5,58.3,291.5,True,不喜欢
ORD00001853,PRD000013,1,22.73,22.73,False,尺寸不合适
ORD00001853,PRD000114,5,16.28,81.4,False,尺寸不合适
ORD00001853,PRD000138,1,206.57,206.57,False,质量问题
ORD00001853,PRD000001,4,22.36,89.44,False,质量问题
ORD00001853,PRD000097,2,74.34,148.68,False,尺寸不合适
ORD00001854,PRD000053,2,285.0,570.0,True,不喜欢
ORD00001854,PRD000024,2,85.85,171.7,False,不喜欢
ORD00001854,PRD000195,3,60.01,180.03,True,质量问题
ORD00001855,PRD000031,2,139.58,279.16,False,尺寸不合适
ORD00001855,PRD000027,4,48.45,193.8,False,质量问题
ORD00001855,PRD000026,4,121.65,486.6,False,质量问题
ORD00001855,PRD000032,2,99.18,198.36,False,尺寸不合适
ORD00001856,PRD000106,2,139.63,279.26,False,质量问题
ORD00001856,PRD000077,2,76.19,152.38,True,质量问题
ORD00001857,PRD000183,3,64.11,192.32999999999998,False,尺寸不合适
ORD00001857,PRD000200,3,20.26,60.78,False,尺寸不合适
ORD00001857,PRD000052,3,52.45,157.35000000000002,False,尺寸不合适
ORD00001857,PRD000147,4,99.28,397.12,False,质量问题
ORD00001858,PRD000010,5,236.62,1183.1,True,尺寸不合适
ORD00001858,PRD000135,1,1324.3,1324.3,True,质量问题
ORD00001858,PRD000049,2,98.52,197.04,False,质量问题
ORD00001858,PRD000088,2,94.31,188.62,False,尺寸不合适
ORD00001858,PRD000151,5,68.96,344.79999999999995,False,尺寸不合适
ORD00001859,PRD000062,2,156.35,312.7,True,质量问题
ORD00001859,PRD000140,5,175.78,878.9,True,不喜欢
ORD00001859,PRD000187,1,32.11,32.11,True,不喜欢
ORD00001859,PRD000057,4,232.45,929.8,False,尺寸不合适
ORD00001859,PRD000112,1,103.79,103.79,False,尺寸不合适
ORD00001860,PRD000025,3,45.71,137.13,False,质量问题
ORD00001860,PRD000121,3,140.94,422.82,True,不喜欢
ORD00001860,PRD000056,2,3309.59,6619.18,False,质量问题
ORD00001860,PRD000125,5,68.29,341.45000000000005,True,质量问题
ORD00001860,PRD000163,2,13.29,26.58,True,尺寸不合适
ORD00001861,PRD000033,2,3049.9,6099.8,False,尺寸不合适
ORD00001861,PRD000039,4,150.35,601.4,True,尺寸不合适
ORD00001862,PRD000086,5,56.88,284.40000000000003,True,尺寸不合适
ORD00001862,PRD000145,4,54.19,216.76,False,质量问题
ORD00001863,PRD000058,4,56.98,227.92,False,尺寸不合适
ORD00001863,PRD000145,5,54.19,270.95,False,尺寸不合适
ORD00001864,PRD000194,1,41.47,41.47,False,不喜欢
ORD00001864,PRD000128,3,81.32,243.95999999999998,True,尺寸不合适
ORD00001864,PRD000144,2,45.58,91.16,True,质量问题
ORD00001864,PRD000006,4,44.65,178.6,True,不喜欢
ORD00001865,PRD000087,1,4708.14,4708.14,True,尺寸不合适
ORD00001866,PRD000130,1,323.79,323.79,False,尺寸不合适
ORD00001867,PRD000037,1,89.07,89.07,True,尺寸不合适
ORD00001867,PRD000029,2,19.29,38.58,True,不喜欢
ORD00001867,PRD000016,1,33.17,33.17,True,尺寸不合适
ORD00001868,PRD000085,2,206.31,412.62,True,不喜欢
ORD00001868,PRD000063,4,166.02,664.08,False,不喜欢
ORD00001868,PRD000165,4,133.14,532.56,False,质量问题
ORD00001868,PRD000115,4,81.24,324.96,True,不喜欢
ORD00001868,PRD000199,5,179.9,899.5,False,不喜欢
ORD00001869,PRD000051,4,278.75,1115.0,False,尺寸不合适
ORD00001869,PRD000121,1,140.94,140.94,False,不喜欢
ORD00001869,PRD000189,5,23.62,118.10000000000001,False,尺寸不合适
ORD00001869,PRD000180,1,1616.64,1616.64,False,质量问题
ORD00001869,PRD000166,5,61.79,308.95,False,不喜欢
ORD00001870,PRD000126,3,115.7,347.1,True,尺寸不合适
ORD00001870,PRD000162,4,149.44,597.76,False,质量问题
ORD00001871,PRD000037,4,89.07,356.28,False,不喜欢
ORD00001871,PRD000162,2,149.44,298.88,True,尺寸不合适
ORD00001871,PRD000066,2,1170.97,2341.94,True,不喜欢
ORD00001871,PRD000012,2,4791.22,9582.44,True,质量问题
ORD00001871,PRD000137,4,66.82,267.28,True,不喜欢
ORD00001872,PRD000129,1,182.45,182.45,False,尺寸不合适
ORD00001872,PRD000006,4,44.65,178.6,False,质量问题
ORD00001872,PRD000200,3,20.26,60.78,False,不喜欢
ORD00001873,PRD000154,2,15.4,30.8,False,不喜欢
ORD00001873,PRD000009,5,66.5,332.5,True,尺寸不合适
ORD00001874,PRD000061,1,415.92,415.92,False,质量问题
ORD00001874,PRD000178,4,73.66,294.64,False,质量问题
ORD00001874,PRD000147,2,99.28,198.56,False,质量问题
ORD00001874,PRD000107,1,66.62,66.62,False,不喜欢
ORD00001874,PRD000068,5,864.38,4321.9,False,不喜欢
ORD00001875,PRD000081,1,23.57,23.57,True,尺寸不合适
ORD00001875,PRD000155,4,26.78,107.12,True,质量问题
ORD00001875,PRD000018,1,115.8,115.8,False,质量问题
ORD00001875,PRD000122,5,114.65,573.25,True,质量问题
ORD00001875,PRD000154,2,15.4,30.8,True,不喜欢
ORD00001876,PRD000138,2,206.57,413.14,False,质量问题
ORD00001876,PRD000020,4,104.7,418.8,False,质量问题
ORD00001876,PRD000151,1,68.96,68.96,False,尺寸不合适
ORD00001876,PRD000007,5,224.61,1123.0500000000002,False,尺寸不合适
ORD00001876,PRD000118,5,3902.48,19512.4,False,不喜欢
ORD00001877,PRD000019,1,85.61,85.61,True,不喜欢
ORD00001877,PRD000017,1,1849.98,1849.98,False,尺寸不合适
ORD00001878,PRD000182,1,64.72,64.72,False,尺寸不合适
ORD00001878,PRD000101,5,6.0,30.0,False,尺寸不合适
ORD00001878,PRD000033,1,3049.9,3049.9,False,质量问题
ORD00001878,PRD000123,2,33.53,67.06,False,尺寸不合适
ORD00001879,PRD000196,4,20.36,81.44,False,尺寸不合适
ORD00001879,PRD000033,1,3049.9,3049.9,True,尺寸不合适
ORD00001879,PRD000138,2,206.57,413.14,True,其他
ORD00001879,PRD000132,3,22.12,66.36,True,质量问题
ORD00001880,PRD000173,4,4433.55,17734.2,False,不喜欢
ORD00001880,PRD000186,1,35.24,35.24,False,质量问题
ORD00001881,PRD000139,2,467.89,935.78,False,尺寸不合适
ORD00001881,PRD000173,4,4433.55,17734.2,False,不喜欢
ORD00001881,PRD000064,2,144.21,288.42,False,尺寸不合适
ORD00001881,PRD000060,3,2837.29,8511.869999999999,False,质量问题
ORD00001882,PRD000015,3,1052.2,3156.6000000000004,False,尺寸不合适
ORD00001882,PRD000088,3,94.31,282.93,True,尺寸不合适
ORD00001882,PRD000054,1,135.25,135.25,False,质量问题
ORD00001883,PRD000131,4,212.0,848.0,False,质量问题
ORD00001883,PRD000194,1,41.47,41.47,False,质量问题
ORD00001883,PRD000123,2,33.53,67.06,True,不喜欢
ORD00001883,PRD000070,5,176.38,881.9,False,尺寸不合适
ORD00001883,PRD000081,5,23.57,117.85,True,尺寸不合适
ORD00001884,PRD000048,5,233.84,1169.2,False,尺寸不合适
ORD00001884,PRD000132,1,22.12,22.12,False,质量问题
ORD00001885,PRD000013,4,22.73,90.92,True,质量问题
ORD00001885,PRD000124,2,76.91,153.82,True,不喜欢
ORD00001885,PRD000187,3,32.11,96.33,False,质量问题
ORD00001886,PRD000119,2,142.98,285.96,True,质量问题
ORD00001886,PRD000017,3,1849.98,5549.9400000000005,True,质量问题
ORD00001886,PRD000104,3,39.9,119.69999999999999,True,质量问题
ORD00001887,PRD000109,3,920.07,2760.21,True,质量问题
ORD00001887,PRD000142,1,201.28,201.28,False,尺寸不合适
ORD00001887,PRD000070,3,176.38,529.14,False,尺寸不合适
ORD00001888,PRD000134,1,47.85,47.85,True,尺寸不合适
ORD00001888,PRD000100,3,17.25,51.75,True,尺寸不合适
ORD00001888,PRD000104,5,39.9,199.5,False,质量问题
ORD00001888,PRD000063,5,166.02,830.1,True,尺寸不合适
ORD00001889,PRD000118,1,3902.48,3902.48,False,尺寸不合适
ORD00001889,PRD000113,4,80.97,323.88,True,尺寸不合适
ORD00001890,PRD000197,5,4589.2,22946.0,False,质量问题
ORD00001890,PRD000033,5,3049.9,15249.5,False,质量问题
ORD00001890,PRD000184,1,116.72,116.72,False,尺寸不合适
ORD00001890,PRD000082,4,83.92,335.68,True,质量问题
ORD00001891,PRD000192,4,108.65,434.6,False,尺寸不合适
ORD00001891,PRD000135,4,1324.3,5297.2,False,尺寸不合适
ORD00001891,PRD000063,2,166.02,332.04,False,不喜欢
ORD00001891,PRD000073,1,69.33,69.33,True,尺寸不合适
ORD00001892,PRD000050,3,131.15,393.45000000000005,False,其他
ORD00001892,PRD000021,5,53.83,269.15,True,尺寸不合适
ORD00001892,PRD000071,3,2676.1,8028.299999999999,False,尺寸不合适
ORD00001892,PRD000138,4,206.57,826.28,True,质量问题
ORD00001893,PRD000060,2,2837.29,5674.58,False,尺寸不合适
ORD00001894,PRD000101,2,6.0,12.0,True,质量问题
ORD00001894,PRD000088,2,94.31,188.62,False,质量问题
ORD00001894,PRD000095,1,190.45,190.45,False,尺寸不合适
ORD00001895,PRD000011,2,14.89,29.78,False,质量问题
ORD00001895,PRD000142,4,201.28,805.12,False,不喜欢
ORD00001895,PRD000052,4,52.45,209.8,False,质量问题
ORD00001896,PRD000078,4,2165.45,8661.8,True,不喜欢
ORD00001896,PRD000088,1,94.31,94.31,True,质量问题
ORD00001896,PRD000084,2,94.31,188.62,True,质量问题
ORD00001896,PRD000007,4,224.61,898.44,False,尺寸不合适
ORD00001897,PRD000180,1,1616.64,1616.64,True,不喜欢
ORD00001898,PRD000075,2,2153.56,4307.12,False,质量问题
ORD00001898,PRD000162,5,149.44,747.2,False,尺寸不合适
ORD00001899,PRD000057,2,232.45,464.9,False,质量问题
ORD00001899,PRD000077,1,76.19,76.19,True,尺寸不合适
ORD00001899,PRD000179,5,92.1,460.5,False,质量问题
ORD00001899,PRD000065,5,91.85,459.25,True,尺寸不合适
ORD00001900,PRD000199,3,179.9,539.7,False,质量问题
ORD00001900,PRD000121,5,140.94,704.7,True,不喜欢
ORD00001900,PRD000018,3,115.8,347.4,True,尺寸不合适
ORD00001900,PRD000124,4,76.91,307.64,False,尺寸不合适
ORD00001901,PRD000006,2,44.65,89.3,False,质量问题
ORD00001901,PRD000095,2,190.45,380.9,True,尺寸不合适
ORD00001901,PRD000048,2,233.84,467.68,True,尺寸不合适
ORD00001901,PRD000108,5,135.38,676.9,False,不喜欢
ORD00001902,PRD000074,3,168.28,504.84000000000003,False,尺寸不合适
ORD00001902,PRD000163,5,13.29,66.44999999999999,True,不喜欢
ORD00001902,PRD000015,2,1052.2,2104.4,True,质量问题
ORD00001902,PRD000032,3,99.18,297.54,False,其他
ORD00001902,PRD000150,2,91.04,182.08,False,质量问题
ORD00001903,PRD000047,2,1342.8,2685.6,True,质量问题
ORD00001903,PRD000152,4,3967.02,15868.08,True,质量问题
ORD00001903,PRD000132,1,22.12,22.12,False,质量问题
ORD00001903,PRD000085,2,206.31,412.62,False,质量问题
ORD00001904,PRD000169,4,150.15,600.6,True,质量问题
ORD00001904,PRD000019,4,85.61,342.44,False,尺寸不合适
ORD00001904,PRD000049,5,98.52,492.59999999999997,True,质量问题
ORD00001904,PRD000174,4,72.1,288.4,False,质量问题
ORD00001905,PRD000061,3,415.92,1247.76,True,尺寸不合适
ORD00001905,PRD000150,3,91.04,273.12,True,尺寸不合适
ORD00001905,PRD000109,5,920.07,4600.35,True,尺寸不合适
ORD00001906,PRD000017,5,1849.98,9249.9,True,质量问题
ORD00001906,PRD000003,5,194.89,974.4499999999999,False,尺寸不合适
ORD00001906,PRD000127,2,73.97,147.94,False,尺寸不合适
ORD00001907,PRD000116,3,138.88,416.64,False,尺寸不合适
ORD00001907,PRD000139,1,467.89,467.89,False,其他
ORD00001907,PRD000058,1,56.98,56.98,True,尺寸不合适
ORD00001908,PRD000088,2,94.31,188.62,False,质量问题
ORD00001908,PRD000105,1,697.61,697.61,False,尺寸不合适
ORD00001908,PRD000097,4,74.34,297.36,True,质量问题
ORD00001908,PRD000032,2,99.18,198.36,True,尺寸不合适
ORD00001909,PRD000197,5,4589.2,22946.0,True,质量问题
ORD00001909,PRD000116,2,138.88,277.76,True,质量问题
ORD00001910,PRD000079,3,42.88,128.64000000000001,False,质量问题
ORD00001910,PRD000181,3,117.31,351.93,False,尺寸不合适
ORD00001910,PRD000172,3,56.68,170.04,False,尺寸不合适
ORD00001910,PRD000170,1,3470.53,3470.53,False,不喜欢
ORD00001911,PRD000045,5,54.02,270.1,False,质量问题
ORD00001911,PRD000083,5,99.78,498.9,False,质量问题
ORD00001911,PRD000002,4,250.5,1002.0,False,不喜欢
ORD00001911,PRD000077,4,76.19,304.76,False,尺寸不合适
ORD00001912,PRD000061,1,415.92,415.92,False,其他
ORD00001912,PRD000127,1,73.97,73.97,False,质量问题
ORD00001912,PRD000033,5,3049.9,15249.5,True,质量问题
ORD00001912,PRD000167,4,130.0,520.0,True,尺寸不合适
ORD00001912,PRD000042,5,84.48,422.40000000000003,True,尺寸不合适
ORD00001913,PRD000114,5,16.28,81.4,False,质量问题
ORD00001913,PRD000010,4,236.62,946.48,True,尺寸不合适
ORD00001913,PRD000048,5,233.84,1169.2,False,尺寸不合适
ORD00001913,PRD000137,1,66.82,66.82,True,质量问题
ORD00001913,PRD000136,1,75.12,75.12,False,不喜欢
ORD00001914,PRD000019,3,85.61,256.83,False,质量问题
ORD00001914,PRD000002,3,250.5,751.5,False,尺寸不合适
ORD00001914,PRD000064,3,144.21,432.63,False,质量问题
ORD00001914,PRD000198,3,2366.1,7098.299999999999,False,尺寸不合适
ORD00001915,PRD000012,3,4791.22,14373.66,True,质量问题
ORD00001915,PRD000071,3,2676.1,8028.299999999999,True,不喜欢
ORD00001915,PRD000157,1,93.78,93.78,True,尺寸不合适
ORD00001915,PRD000029,3,19.29,57.87,True,其他
ORD00001915,PRD000115,3,81.24,243.71999999999997,False,质量问题
ORD00001916,PRD000137,4,66.82,267.28,False,不喜欢
ORD00001916,PRD000071,5,2676.1,13380.5,False,质量问题
ORD00001916,PRD000131,3,212.0,636.0,False,尺寸不合适
ORD00001916,PRD000036,3,39.09,117.27000000000001,False,质量问题
ORD00001916,PRD000155,4,26.78,107.12,False,质量问题
ORD00001917,PRD000173,5,4433.55,22167.75,True,不喜欢
ORD00001917,PRD000056,4,3309.59,13238.36,True,尺寸不合适
ORD00001917,PRD000107,3,66.62,199.86,True,质量问题
ORD00001918,PRD000049,2,98.52,197.04,True,尺寸不合适
ORD00001919,PRD000109,5,920.07,4600.35,False,质量问题
ORD00001919,PRD000192,5,108.65,543.25,False,不喜欢
ORD00001919,PRD000147,2,99.28,198.56,False,不喜欢
ORD00001919,PRD000096,1,81.71,81.71,False,不喜欢
ORD00001919,PRD000140,3,175.78,527.34,False,尺寸不合适
ORD00001920,PRD000022,5,150.94,754.7,False,质量问题
ORD00001921,PRD000085,2,206.31,412.62,True,不喜欢
ORD00001921,PRD000027,3,48.45,145.35000000000002,True,质量问题
ORD00001921,PRD000008,5,29.07,145.35,True,质量问题
ORD00001922,PRD000101,3,6.0,18.0,True,尺寸不合适
